time,sender,destination,amount
11940.24,10,0,17.80
11941.23,22,3,4.27
11942.07,8,3,10.83
11942.68,27,7,8.40
11943.26,31,6,6.17
11943.81,18,3,16.42
11944.22,30,3,3.28
11944.43,28,10,3.94
11944.72,9,35,14.10
11945.62,28,0,2.54
11945.75,26,31,7.06
11946.35,29,0,11.47
11946.49,8,6,6.16
11947.47,15,0,17.09
11948.40,14,2,9.18
11948.76,32,35,14.97
11949.56,30,3,17.46
11950.27,15,6,13.25
11950.46,15,0,17.68
11950.97,1,13,11.91
11951.75,7,23,5.20
11952.27,3,0,44.62
11952.56,1,4,2.64
11953.26,25,0,18.78
11953.46,11,0,8.79
11953.85,10,38,16.04
11953.99,9,0,19.60
11954.76,31,3,17.59
11955.69,7,3,18.90
11956.12,8,3,5.12
11956.20,5,3,7.19
11956.20,28,22,1.18
11956.27,1,31,27.34
11957.02,12,31,19.40
11957.16,17,1,3.07
11957.63,19,0,3.52
11958.08,0,31,2.61
11959.04,24,8,16.95
11959.94,28,30,8.55
11960.82,0,3,19.66
11961.61,2,6,11.20
11962.29,22,0,11.63
11962.67,8,0,17.78
11962.87,30,14,13.40
11963.37,14,2,8.06
11963.66,10,22,16.39
11964.63,13,22,2.93
11965.14,23,1,14.80
11965.83,10,0,4.98
11966.83,26,20,11.48
11966.92,2,13,41.94
11967.06,19,30,17.54
11967.72,24,4,4.47
11968.24,21,22,9.32
11968.33,27,17,10.94
11968.42,8,29,15.10
11968.44,12,0,6.65
11969.11,30,20,8.33
11970.06,9,0,19.56
11971.02,5,3,12.99
11971.81,2,0,73.88
11972.80,26,7,1.90
11973.13,9,6,4.58
11973.16,18,2,16.24
11973.47,16,3,18.33
11973.59,9,20,3.30
11973.62,3,0,16.84
11974.17,1,3,74.46
11975.13,18,0,14.05
11975.68,19,13,19.48
11975.81,2,3,65.34
11975.89,27,26,11.03
11976.85,16,23,17.42
11977.45,27,14,12.98
11977.73,23,0,9.40
11978.24,14,3,9.55
11978.37,24,0,7.43
11978.45,24,16,8.04
11978.46,11,3,13.39
11978.96,4,0,16.46
11979.53,18,3,19.36
11979.62,25,30,8.48
11979.67,19,0,19.42
11980.60,0,30,45.72
11981.13,23,8,18.58
11981.50,1,3,19.27
11981.70,14,8,15.50
11982.54,32,3,13.45
11982.74,0,17,66.88
11983.16,23,2,6.87
11984.03,17,3,4.44
11984.61,11,7,11.88
11984.82,9,29,10.02
11985.74,6,1,11.09
11985.91,3,0,14.83
11986.42,14,10,17.95
11987.10,5,6,11.33
11987.11,1,3,56.49
11987.28,24,29,3.19
11988.17,4,0,18.55
11988.22,1,7,18.59
11988.35,15,3,18.74
11989.23,30,14,10.71
11989.88,31,16,16.92
11990.56,2,0,12.77
11991.23,12,0,6.08
11991.58,4,0,3.82
11992.49,24,0,14.11
11992.94,30,0,2.89
11993.39,3,26,40.42
11994.15,1,3,47.63
11994.96,4,2,3.53
11995.62,24,13,4.59
11995.64,19,13,2.59
11996.49,7,8,15.16
11996.59,29,17,15.06
11997.58,9,0,8.51
11997.90,12,0,8.22
11998.31,6,5,8.52
11998.31,22,13,15.74
11999.18,4,3,11.24
12000.09,5,8,7.35
12000.40,6,10,8.03
12000.81,32,25,17.24
12001.61,2,0,61.21
12001.74,11,14,3.98
12002.69,10,0,15.15
12003.00,3,2,33.98
12003.26,3,0,64.16
12004.15,20,3,12.23
12004.16,20,3,5.90
12005.08,21,7,13.87
12005.70,16,1,2.49
12006.01,10,3,12.11
12006.03,7,10,17.20
12006.07,6,0,4.24
12006.60,24,17,1.38
12007.48,0,9,15.82
12007.78,21,0,2.78
12008.01,16,3,16.80
12008.70,18,3,3.98
12009.25,7,1,14.44
12010.01,3,0,55.51
12010.87,2,3,1.90
12011.52,30,14,1.96
12012.35,15,0,2.93
12012.88,13,3,8.99
12013.31,21,3,6.02
12014.05,25,16,7.75
12014.84,22,3,16.42
12015.84,9,3,11.28
12016.53,1,13,50.02
12016.91,2,3,38.64
12017.47,3,9,17.72
12018.01,26,3,16.94
12018.46,15,1,13.10
12018.54,3,10,39.09
12018.67,27,3,7.66
12018.73,23,3,7.17
12019.27,15,3,7.87
12020.04,5,13,8.93
12021.02,33,25,5.96
12022.00,14,10,13.69
12022.70,24,0,19.13
12023.29,4,0,1.90
12023.50,17,3,14.46
12023.94,25,3,11.06
12024.86,16,3,4.76
12025.28,31,3,19.66
12026.00,0,3,61.05
12026.03,17,3,17.94
12026.96,0,3,54.38
12027.59,31,0,17.79
12028.46,22,3,2.89
12028.53,31,3,2.57
12029.07,29,38,7.22
12029.72,2,10,11.88
12030.45,1,3,73.17
12030.49,31,14,2.10
12031.48,17,31,5.53
12031.84,11,3,16.56
12032.37,34,6,16.48
12032.89,30,3,19.61
12033.00,3,10,12.79
12033.51,13,38,16.82
12034.22,11,31,11.95
12035.17,6,4,19.38
12035.53,31,38,17.26
12035.59,29,3,5.68
12036.44,2,3,65.37
12036.94,20,3,18.86
12037.49,33,0,14.67
12037.73,4,7,11.53
12038.38,10,4,3.22
12039.32,5,23,8.81
12040.00,9,22,5.49
12040.57,4,5,11.04
12041.14,26,5,6.65
12041.96,2,24,79.39
12042.34,0,3,67.84
12043.21,12,5,4.50
12043.42,1,8,10.36
12044.21,20,0,12.01
12044.89,11,0,2.03
12045.41,17,3,9.43
12045.55,12,3,14.50
12045.63,3,9,7.31
12046.06,13,30,19.51
12047.05,16,0,3.82
12047.97,26,9,8.66
12048.75,21,3,18.94
12049.58,0,13,53.27
12050.49,34,2,13.86
12051.07,24,26,4.97
12051.43,15,16,14.85
12051.84,2,3,36.61
12052.44,1,16,3.85
12053.39,34,3,19.15
12054.04,21,30,1.33
12054.19,14,0,14.23
12054.47,6,0,11.51
12054.97,1,30,51.58
12055.12,2,3,9.89
12056.03,31,22,13.26
12056.86,27,3,10.58
12057.52,33,3,4.15
12057.63,32,22,15.94
12057.65,1,3,63.85
12057.74,1,0,49.39
12058.26,6,0,12.84
12059.01,28,0,9.33
12059.61,10,0,18.44
12060.57,8,32,2.69
12061.19,15,10,13.13
12061.21,29,0,9.63
12062.06,2,3,4.35
12062.52,34,10,5.34
12063.06,34,5,16.59
12063.61,21,0,2.32
12063.79,20,16,19.69
12064.41,26,0,12.36
12065.01,2,17,76.24
12065.49,9,10,6.41
12066.00,29,0,18.25
12066.90,33,10,6.13
12067.19,29,3,3.85
12067.96,15,0,14.33
12068.12,6,13,9.38
12068.81,26,31,4.78
12069.64,7,3,14.62
12070.15,7,17,10.45
12070.67,18,30,6.44
12071.37,7,22,4.40
12071.87,15,3,17.45
12072.84,4,0,7.81
12073.03,0,4,2.08
12073.85,27,26,14.76
12074.81,16,0,14.00
12075.18,0,3,6.22
12075.28,8,0,4.78
12075.84,3,31,15.30
12076.77,26,1,10.58
12076.92,33,38,19.60
12077.51,32,2,18.77
12077.57,0,38,23.94
12077.98,23,3,9.38
12078.35,20,3,2.31
12079.22,10,0,8.53
12079.91,6,8,5.49
12080.41,2,29,3.06
12081.17,10,11,13.40
12081.84,3,6,2.89
12081.89,6,7,16.41
12082.43,29,8,16.40
12082.71,31,23,13.30
12082.74,19,0,9.59
12083.14,21,38,14.97
12083.35,26,16,3.86
12083.54,30,29,3.65
12083.75,1,2,19.71
12083.98,20,4,4.20
12084.91,29,23,13.05
12085.59,17,3,5.61
12085.88,24,13,6.67
12086.26,25,3,5.54
12086.28,2,35,13.61
12086.98,0,3,70.05
12087.92,34,2,9.58
12088.24,0,3,20.10
12088.54,1,3,18.72
12089.03,20,0,13.72
12089.82,14,35,8.51
12090.47,11,24,12.51
12090.79,13,5,8.09
12091.02,2,29,18.63
12091.26,8,9,3.00
12092.10,34,0,5.26
12092.97,8,3,14.49
12093.66,1,3,16.56
12093.94,21,0,8.86
12094.24,10,38,14.73
12094.28,21,10,11.37
12094.56,1,2,3.89
12094.90,23,10,12.91
12095.66,0,7,6.23
12096.19,32,3,5.77
12097.04,8,38,6.38
12097.32,15,32,18.98
12097.61,11,22,13.85
12098.55,23,17,14.21
12099.46,23,0,7.97
12100.24,30,9,6.75
12100.41,31,30,13.51
12101.00,16,0,13.30
12101.00,1,14,28.10
12101.70,8,6,15.44
12102.64,9,3,16.96
12102.82,25,30,5.86
12103.09,0,3,17.64
12103.63,4,17,2.96
12104.44,3,11,13.98
12104.68,21,32,14.94
12105.21,19,3,10.69
12105.73,10,5,18.32
12106.55,33,3,1.39
12106.62,18,7,3.50
12107.37,20,3,15.83
12108.06,2,3,17.20
12108.13,34,6,12.15
12108.82,33,0,19.13
12109.20,24,0,13.00
12109.98,15,3,9.31
12110.23,7,0,10.70
12110.61,19,14,12.27
12110.82,1,0,6.30
12111.27,1,3,28.11
12111.46,2,3,16.22
12111.88,3,5,26.40
12111.92,19,3,11.24
12112.89,17,0,19.97
12113.83,4,0,15.09
12114.20,26,0,13.86
12115.03,27,3,4.52
12115.45,33,6,5.49
12115.52,0,6,12.39
12115.95,8,16,17.80
12116.70,23,0,2.74
12116.85,1,22,16.81
12117.15,0,2,16.71
12117.56,10,0,14.63
12118.51,24,0,6.41
12119.15,8,16,8.20
12119.86,1,0,64.43
12120.01,28,31,6.09
12120.90,34,3,11.15
12121.29,2,0,8.97
12122.18,30,13,5.45
12122.34,25,11,6.97
12122.62,26,35,5.46
12123.56,23,3,14.10
12123.97,8,6,4.84
12124.13,0,6,12.41
12125.12,23,5,7.18
12125.62,22,32,16.32
12126.25,16,0,17.73
12126.67,33,13,14.40
12127.50,1,16,64.53
12128.33,11,2,19.52
12128.59,29,38,3.42
12128.96,30,20,15.73
12129.06,18,13,9.12
12129.21,22,4,2.09
12129.53,32,0,15.12
12129.93,9,0,18.27
12130.16,30,0,1.94
12130.91,18,35,19.79
12131.33,9,1,7.11
12131.46,24,3,11.35
12131.77,27,0,7.11
12132.60,8,31,3.80
12132.64,3,35,55.53
12133.33,5,0,7.29
12133.98,23,30,2.90
12134.97,7,0,16.05
12135.15,9,7,12.79
12135.41,20,30,12.24
12136.14,17,26,10.72
12136.24,2,29,12.64
12136.51,34,0,13.26
12136.52,31,3,12.70
12136.76,29,1,19.60
12136.82,21,9,10.19
12136.89,0,4,20.88
12136.99,5,1,1.24
12137.15,25,29,9.72
12137.33,23,0,19.40
12137.54,13,17,12.68
12138.53,25,17,5.62
12139.43,5,3,2.67
12139.84,8,0,12.85
12140.19,16,29,9.41
12140.98,20,31,5.10
12141.15,23,0,8.88
12141.40,33,0,2.57
12141.63,19,32,2.36
12142.22,31,0,3.86
12142.89,12,3,3.94
12143.47,5,3,16.84
12144.44,34,0,1.65
12145.23,15,0,19.83
12145.48,20,22,18.88
12145.50,33,26,2.08
12145.76,0,1,25.75
12146.42,4,32,4.43
12146.62,15,29,3.84
12147.58,10,1,16.04
12148.51,13,3,12.64
12148.99,8,22,6.05
12149.31,1,0,2.48
12149.37,0,9,61.22
12149.43,9,38,3.45
12150.00,1,3,15.36
12150.92,22,29,17.42
12151.06,13,26,13.29
12151.11,15,14,16.48
12151.12,14,2,13.84
12151.79,23,16,18.78
12152.17,4,3,9.12
12152.38,15,0,13.50
12152.66,3,0,15.31
12153.53,26,3,2.35
12153.94,23,3,6.47
12154.74,2,31,39.00
12155.49,33,0,10.47
12156.23,1,3,65.85
12156.75,4,11,11.19
12157.58,15,7,18.65
12158.49,4,3,5.01
12158.68,3,16,22.21
12159.29,11,24,14.31
12159.38,2,13,6.86
12159.85,10,13,13.37
12160.05,15,3,2.61
12160.22,34,23,7.27
12161.09,27,0,14.60
12161.96,18,3,15.67
12162.64,33,14,8.54
12163.29,1,26,72.02
12164.15,29,1,2.31
12164.86,3,13,37.61
12165.10,4,0,1.54
12166.06,20,3,15.92
12166.32,6,0,8.69
12166.39,28,11,3.70
12166.68,31,10,18.19
12167.12,1,29,30.93
12167.40,31,7,7.65
12167.72,9,0,15.73
12168.19,14,16,7.37
12168.75,29,4,4.99
12169.45,3,0,10.39
12170.27,14,38,5.83
12171.15,33,25,17.22
12171.40,8,25,12.14
12171.70,20,3,13.54
12172.56,1,4,48.95
12173.09,15,3,1.04
12173.78,14,3,1.47
12174.22,5,3,13.17
12174.48,6,3,11.57
12174.99,19,0,1.51
12175.53,28,3,10.53
12175.80,25,0,15.54
12175.99,2,13,62.70
12176.96,12,0,6.98
12177.07,24,22,15.18
12177.20,3,14,10.61
12177.91,27,13,8.35
12178.25,8,3,3.49
12178.49,16,3,14.64
12178.89,31,3,6.70
12179.88,34,24,3.78
12180.03,4,23,17.62
12180.29,15,3,14.95
12180.97,2,0,14.69
12181.61,7,3,7.59
12182.42,25,3,12.05
12183.22,19,0,7.49
12184.14,2,20,2.35
12184.88,3,0,45.02
12184.92,25,0,19.99
12185.24,1,29,70.02
12186.11,26,3,17.72
12186.59,15,3,13.00
12187.58,29,30,4.67
12188.04,0,3,15.06
12188.54,9,38,9.79
12189.38,30,1,8.07
12190.13,0,3,2.77
12190.82,14,13,4.47
12191.04,31,11,4.80
12191.37,1,0,50.21
12191.96,13,0,3.49
12192.49,29,3,19.90
12192.91,3,7,60.33
12193.84,11,0,3.32
12194.36,20,22,13.27
12195.10,23,17,10.25
12195.61,22,3,1.50
12195.76,29,0,5.54
12196.38,2,17,45.97
12196.79,1,8,69.28
12197.19,31,5,7.25
12197.31,30,4,3.19
12197.45,0,35,58.73
12198.37,16,24,13.76
12199.32,23,31,12.02
12200.23,34,13,2.11
12200.63,34,3,15.46
12200.91,3,13,46.30
12201.13,33,0,5.16
12201.27,5,6,16.88
12202.27,20,0,8.39
12203.06,4,0,10.03
12204.02,18,0,5.12
12204.81,26,6,10.66
12205.28,15,0,12.23
12205.33,34,30,15.60
12205.77,34,32,6.81
12205.83,10,2,14.74
12206.52,23,20,13.41
12206.64,23,3,16.98
12206.96,2,0,7.17
12207.76,15,3,2.55
12208.19,31,14,6.17
12208.27,25,9,4.64
12209.17,29,38,13.17
12209.63,7,22,15.16
12210.60,24,0,3.26
12210.98,7,26,14.37
12211.88,1,3,13.98
12212.87,0,22,62.33
12213.50,26,1,17.44
12213.58,7,0,18.52
12213.81,28,3,17.39
12214.33,28,0,15.66
12214.92,6,3,12.63
12215.24,33,0,12.93
12215.76,29,0,10.82
12216.64,9,10,16.39
12216.90,11,3,19.45
12216.97,4,1,10.10
12217.68,33,3,8.56
12218.22,9,3,15.95
12218.91,22,0,2.15
12219.28,2,30,79.67
12219.89,28,0,17.03
12220.62,0,4,12.68
12221.47,0,3,44.94
12221.67,4,26,14.28
12222.28,24,1,11.34
12223.08,3,8,10.26
12223.66,1,35,29.88
12223.73,2,17,12.68
12224.06,2,3,77.46
12224.87,0,16,29.19
12225.45,1,4,4.01
12226.44,15,25,10.02
12227.32,25,2,4.96
12228.31,12,7,4.80
12228.40,6,22,15.33
12228.94,11,0,4.82
12229.87,18,22,18.19
12230.21,6,0,7.73
12230.88,13,0,18.07
12231.15,11,23,16.47
12231.31,23,38,12.49
12231.52,30,3,18.85
12231.90,8,0,14.23
12231.94,26,0,2.53
12232.17,34,20,4.73
12232.39,11,22,19.97
12232.73,28,3,15.00
12233.03,18,24,4.57
12233.96,33,0,18.22
12234.93,32,0,13.67
12235.57,12,0,2.17
12236.27,22,0,3.25
12237.25,26,3,3.76
12237.27,10,29,14.41
12237.95,31,10,3.35
12238.22,25,3,15.38
12238.42,30,3,18.85
12238.69,27,0,4.30
12238.81,34,31,7.49
12239.63,34,7,11.01
12240.02,6,0,12.12
12240.94,17,26,5.31
12241.39,30,0,5.79
12242.04,4,32,14.43
12242.70,34,25,2.16
12243.33,10,24,5.79
12243.90,6,3,12.78
12244.06,29,3,1.93
12244.40,8,1,3.82
12245.31,34,3,3.90
12245.66,3,0,11.20
12246.36,11,5,6.81
12247.24,2,7,18.55
12247.41,18,0,18.81
12247.82,14,26,4.34
12248.39,31,5,7.74
12248.82,14,25,13.84
12249.28,0,1,50.77
12249.62,1,3,11.99
12249.81,13,3,11.80
12249.97,21,0,7.22
12250.97,18,0,4.62
12251.92,13,3,11.83
12252.64,2,24,44.96
12252.88,2,0,14.74
12253.34,34,14,14.91
12254.05,4,10,5.95
12254.26,6,3,7.50
12255.23,8,3,11.98
12255.63,13,11,2.76
12255.65,17,0,5.37
12255.78,25,3,10.09
12256.34,1,0,56.48
12256.76,10,16,12.80
12257.16,2,3,40.36
12257.38,16,3,5.79
12258.15,9,10,14.16
12258.43,28,16,15.15
12259.02,2,22,55.34
12259.68,31,0,13.83
12260.07,1,3,37.85
12260.86,25,0,10.95
12261.63,4,0,5.29
12262.39,34,7,14.34
12263.23,3,0,12.97
12263.23,8,0,17.27
12263.88,20,38,9.48
12264.49,24,30,19.95
12264.96,0,3,14.06
12265.13,8,0,15.39
12265.73,21,0,12.74
12266.16,1,11,74.41
12266.45,17,0,5.00
12266.79,4,3,19.98
12267.15,23,0,13.72
12267.49,1,3,6.83
12268.48,16,3,19.30
12269.03,0,3,69.63
12269.62,31,0,10.98
12269.79,1,3,5.82
12270.55,13,0,15.46
12271.16,31,3,18.71
12271.51,0,6,14.99
12271.86,0,2,9.69
12272.34,2,3,4.75
12273.11,18,2,5.63
12273.29,12,6,19.90
12273.59,11,8,15.87
12273.90,26,6,8.67
12274.22,21,30,12.18
12275.19,21,0,12.81
12275.65,22,3,9.94
12276.52,24,9,4.28
12276.81,20,3,7.61
12277.65,7,30,13.19
12277.87,29,0,19.27
12278.61,29,3,5.47
12279.13,22,0,13.02
12279.71,8,14,11.41
12280.29,0,14,39.42
12281.04,14,3,8.17
12281.28,9,0,10.77
12281.29,33,22,12.77
12281.51,17,3,11.38
12282.48,25,3,12.27
12282.67,12,3,7.86
12283.20,12,23,19.10
12283.58,34,0,10.65
12283.99,31,0,19.67
12284.64,24,0,18.52
12284.70,34,5,12.66
12284.90,19,3,14.79
12285.14,9,0,11.36
12285.30,1,0,9.08
12285.34,0,8,73.85
12285.59,5,3,1.16
12286.09,2,29,14.66
12286.25,3,10,10.21
12287.13,9,0,14.94
12287.34,15,10,12.71
12287.38,22,0,3.27
12287.73,33,29,12.39
12288.51,34,0,19.88
12288.58,27,16,13.90
12289.28,29,0,16.94
12289.38,22,14,19.32
12290.31,14,24,19.52
12291.29,2,3,1.67
12291.56,19,3,11.94
12291.69,0,3,10.18
12291.93,5,3,11.99
12292.28,14,0,2.15
12292.53,7,0,1.56
12292.69,33,3,5.00
12292.85,4,3,2.42
12293.50,15,10,3.55
12293.99,33,23,19.26
12294.44,24,29,10.96
12294.82,25,3,8.26
12295.45,3,0,31.18
12295.55,14,3,13.67
12296.45,12,26,1.74
12296.68,29,10,15.54
12297.47,33,3,18.28
12298.05,27,3,14.91
12298.83,8,3,3.66
12299.25,34,13,2.11
12299.92,21,13,6.39
12300.64,30,0,18.44
12301.16,1,0,24.74
12301.54,21,10,3.81
12302.22,16,3,2.39
12302.73,2,10,47.07
12303.66,32,0,15.37
12304.48,30,4,1.97
12304.53,9,3,15.95
12304.93,5,20,19.52
12305.57,2,0,31.12
12306.01,26,0,15.65
12306.71,0,4,68.83
12306.79,1,3,8.96
12307.62,25,10,19.49
12308.02,15,0,10.29
12308.45,13,3,19.00
12308.96,3,25,18.32
12309.65,24,6,5.24
12310.55,31,30,8.75
12311.40,13,3,1.87
12312.08,28,0,19.04
12312.78,0,3,17.64
12313.59,12,3,19.58
12314.45,32,3,17.85
12315.38,18,0,15.73
12316.18,15,0,7.98
12317.14,27,20,9.54
12318.05,13,3,19.50
12318.08,32,17,19.30
12318.70,15,16,5.87
12319.52,16,8,7.76
12320.13,2,0,19.92
12321.02,26,0,3.44
12321.57,34,0,1.72
12322.23,3,0,27.09
12322.27,0,35,8.79
12322.54,1,32,66.25
12322.78,17,25,14.91
12323.48,0,30,3.76
12323.91,9,0,12.73
12324.73,5,3,18.36
12325.62,15,0,3.57
12326.46,7,0,19.18
12326.99,9,0,4.81
12327.53,19,0,10.15
12328.03,16,3,9.96
12329.01,1,35,15.79
12329.48,33,2,4.07
12329.89,11,30,3.76
12330.53,28,24,17.80
12331.40,6,0,10.43
12332.32,1,25,16.76
12332.96,34,3,9.31
12333.41,30,3,9.07
12333.99,30,3,18.74
12334.72,10,1,18.78
12335.42,30,0,13.02
12335.87,2,31,2.51
12336.65,14,22,11.96
12336.97,4,0,1.05
12337.66,2,0,5.43
12337.80,28,30,1.79
12337.96,34,0,4.65
12338.73,1,0,4.20
12338.97,6,3,3.68
12339.94,10,35,7.35
12340.01,18,0,17.52
12340.34,2,3,4.75
12340.62,28,3,15.93
12341.53,17,0,7.33
12342.37,0,3,44.87
12343.06,21,0,13.85
12343.21,18,0,8.84
12343.51,7,17,16.15
12344.30,29,4,9.49
12344.84,2,20,59.14
12344.90,1,0,72.74
12344.92,22,3,19.86
12344.99,19,7,13.65
12345.76,16,3,13.01
12346.50,9,14,14.62
12346.76,14,3,15.73
12346.85,17,2,5.98
12347.13,2,3,76.67
12347.72,20,9,5.70
12347.72,1,3,20.10
12348.50,30,0,1.43
12349.11,24,7,19.22
12349.83,27,0,18.76
12350.23,18,2,6.47
12350.83,12,11,4.55
12351.45,11,8,15.74
12351.70,31,0,18.11
12351.76,19,3,1.82
12352.11,0,3,30.05
12352.39,23,3,11.75
12352.94,27,3,15.19
12352.99,30,3,14.46
12353.69,10,0,19.34
12354.07,13,10,13.34
12354.95,33,26,8.76
12355.15,3,0,51.57
12355.52,4,0,4.40
12356.13,33,24,16.24
12356.65,2,3,32.31
12356.76,28,3,18.35
12357.44,30,22,13.79
12357.81,11,30,7.63
12358.06,22,0,6.31
12358.93,27,0,6.84
12359.63,19,8,11.25
12360.43,2,0,5.53
12360.79,15,6,5.72
12361.52,24,0,4.57
12361.80,24,30,15.70
12362.63,11,9,4.74
12362.89,19,0,12.98
12363.29,14,0,19.33
12363.76,34,3,18.91
12363.80,9,0,14.94
12364.37,27,6,12.85
12365.28,27,3,3.09
12366.01,2,3,62.59
12366.75,34,24,2.24
12367.06,27,0,18.78
12367.85,14,3,14.64
12368.58,2,3,67.51
12369.26,10,3,16.48
12369.93,34,29,13.03
12370.92,0,3,4.06
12371.89,5,3,13.40
12372.75,20,29,2.08
12373.28,12,31,14.11
12373.71,33,3,3.52
12374.17,26,17,18.42
12374.17,7,17,11.51
12374.82,2,20,25.18
12375.23,27,25,19.72
12375.40,13,38,3.03
12376.39,12,38,3.42
12376.93,3,30,34.38
12377.20,0,3,19.92
12377.80,4,29,12.28
12378.07,32,0,2.04
12378.79,15,3,3.64
12379.25,16,20,14.98
12380.18,2,0,21.50
12380.83,29,0,1.53
12381.73,16,0,13.77
12381.75,27,0,15.20
12382.07,10,3,4.78
12382.98,2,24,70.47
12383.19,0,31,36.28
12383.48,2,3,12.57
12383.56,25,3,18.14
12383.67,3,0,22.34
12383.93,0,14,52.06
12384.92,14,11,19.18
12385.87,2,13,41.60
12386.84,20,24,9.24
12386.87,31,0,5.09
12387.75,13,0,4.81
12388.51,17,3,14.95
12389.17,31,3,19.35
12390.12,3,5,2.33
12390.87,1,30,15.56
12390.93,31,0,8.03
12391.80,22,38,12.23
12392.07,10,38,5.72
12392.83,9,2,4.75
12393.29,23,0,18.27
12393.43,16,10,3.68
12393.65,10,2,1.82
12393.98,30,3,17.10
12394.80,11,7,8.34
12395.67,8,0,10.15
12396.64,13,3,9.53
12396.94,5,0,10.76
12397.91,18,0,2.29
12398.19,21,0,14.51
12398.54,3,26,12.35
12399.46,29,9,14.23
12399.58,10,0,15.67
12400.18,17,0,15.61
12400.82,27,0,3.94
12400.95,28,3,15.11
12401.45,31,3,3.62
12402.09,9,0,1.40
12402.30,23,3,7.11
12403.03,14,1,7.94
12403.15,31,8,1.89
12403.69,29,0,10.93
12404.30,18,2,10.49
12405.12,7,3,13.26
12405.41,34,24,3.13
12406.22,22,3,19.35
12407.14,13,11,12.81
12407.39,3,0,39.82
12407.55,15,0,18.58
12408.15,2,0,6.59
12409.14,27,0,17.68
12409.30,28,29,3.24
12410.04,25,16,5.76
12410.55,8,20,17.35
12411.03,0,23,76.29
12411.11,20,35,11.80
12412.09,17,10,13.30
12412.87,32,20,11.04
12413.31,25,0,16.49
12414.16,26,23,9.17
12414.24,33,3,12.06
12415.08,28,30,2.93
12415.68,15,3,2.87
12416.66,1,3,6.83
12417.40,17,4,12.37
12417.68,18,31,13.51
12418.60,11,0,10.99
12418.67,0,22,12.47
12419.65,23,3,17.25
12419.77,8,1,16.22
12419.85,7,0,9.19
12420.77,3,0,60.19
12421.00,32,35,18.71
12421.72,31,0,11.30
12422.49,5,10,8.83
12423.19,12,0,2.45
12423.84,23,26,13.19
12424.22,1,26,67.27
12424.53,28,0,14.00
12424.82,3,0,41.49
12425.03,0,6,13.76
12425.21,21,3,2.56
12425.35,14,2,3.35
12426.20,2,32,11.61
12426.64,10,3,4.30
12427.08,8,22,12.20
12427.85,7,3,2.43
12428.07,3,4,20.69
12428.52,0,1,9.77
12429.19,20,35,19.38
12429.90,24,3,18.05
12430.73,1,5,3.10
12430.98,2,24,14.11
12431.33,3,35,75.02
12432.18,14,1,15.95
12432.49,31,3,2.16
12432.84,9,0,4.70
12433.02,27,3,5.06
12433.82,19,14,10.73
12433.83,15,3,7.32
12434.53,10,17,10.91
12434.54,34,13,7.70
12435.23,32,3,11.62
12435.40,6,0,15.13
12435.87,2,24,10.77
12435.90,34,0,16.17
12436.60,26,0,17.13
12437.42,8,30,18.12
12437.51,15,10,13.13
12437.78,1,3,24.97
12438.69,20,14,2.60
12439.63,16,0,5.48
12439.86,30,3,2.92
12440.37,29,0,17.45
12441.13,25,3,12.56
12441.59,2,0,11.27
12442.45,34,3,15.56
12442.57,14,6,12.57
12442.70,1,3,14.54
12443.65,6,16,13.73
12444.54,17,0,5.00
12445.27,26,10,8.08
12445.83,1,3,46.09
12446.24,2,13,2.04
12446.60,2,3,50.56
12447.45,10,0,10.86
12448.33,14,3,14.55
12449.25,10,4,9.36
12449.71,13,2,14.87
12449.87,1,3,6.25
12450.63,34,0,3.05
12451.49,1,20,4.63
12451.96,9,20,14.04
12452.07,5,3,10.01
12452.09,0,3,15.81
12452.80,27,0,7.97
12453.23,3,8,61.35
12453.79,1,4,8.26
12454.13,31,3,12.30
12454.83,16,26,1.53
12455.59,0,3,51.72
12456.39,17,0,3.20
12456.40,0,31,75.08
12457.24,29,10,8.85
12457.80,10,30,12.54
12458.39,17,3,15.36
12458.67,3,26,12.35
12459.65,25,1,12.08
12460.04,3,7,23.35
12460.17,31,3,17.27
12460.34,4,0,7.81
12460.48,0,5,4.58
12461.38,13,3,17.91
12461.47,6,32,6.06
12462.00,33,3,8.74
12462.07,19,0,14.33
12462.85,6,7,11.45
12463.67,19,3,16.17
12464.11,2,22,16.23
12464.90,18,0,19.91
12465.84,15,32,7.58
12466.56,25,38,9.47
12467.27,6,10,8.03
12467.95,12,3,11.51
12468.03,30,3,10.47
12468.34,16,35,5.83
12469.07,1,38,15.15
12469.39,4,3,8.03
12470.21,19,3,15.51
12470.48,3,14,78.75
12471.32,33,22,18.12
12471.55,31,32,15.71
12472.22,21,20,18.73
12472.30,27,29,6.37
12472.92,9,30,5.49
12473.01,11,26,7.27
12473.28,28,31,4.57
12473.30,27,0,11.73
12473.81,18,3,4.30
12474.49,18,3,1.95
12475.22,30,11,2.69
12475.64,18,4,18.04
12476.05,3,4,36.19
12476.20,23,3,16.11
12476.90,19,26,2.68
12476.98,24,0,17.60
12477.56,22,7,13.41
12477.69,16,35,14.93
12478.66,12,0,3.69
12479.36,2,32,19.79
12479.60,10,31,3.77
12479.92,31,3,8.37
12480.60,0,31,2.91
12480.68,18,3,4.89
12480.93,3,6,11.10
12481.69,11,0,3.74
12481.89,2,0,42.28
12482.31,33,0,5.23
12482.61,2,0,52.00
12482.65,6,0,6.23
12482.78,28,3,14.06
12482.88,34,17,19.86
